order_id,customer_id,order_date,total_amount,discount_amount,shipping_cost,order_status,payment_method
68,141,2025-02-05,843.43,40.1,0.0,Delivered,Google Pay
69,25,2025-03-25,262.42,0.0,0.0,Completed,Credit Card
70,3899,2025-03-10,596.12,4.98,0.0,Processing,Debit Card
71,3695,2024-09-14,1489.06,56.61,0.0,Delivered,PayPal
72,1916,2024-11-17,1066.24,0.0,0.0,Delivered,Apple Pay
73,4797,2024-04-25,4085.14,0.0,0.0,Completed,Google Pay
74,3437,2024-01-07,6681.0,406.79,0.0,Completed,Credit Card
75,2280,2025-02-09,56.15,4.48,0.0,Completed,Credit Card
76,1552,2025-03-03,3211.78,174.26,0.0,Completed,Apple Pay
77,2576,2024-09-11,1770.92,0.0,0.0,Returned,Apple Pay
78,468,2024-09-18,2108.31,0.0,0.0,Completed,Credit Card
79,3809,2024-05-24,2054.15,0.0,0.0,Returned,PayPal
80,3883,2023-11-29,731.74,26.59,0.0,Delivered,Credit Card
81,1938,2024-05-12,1253.68,0.0,0.0,Processing,Google Pay
82,4794,2024-03-01,521.28,0.0,0.0,Completed,Credit Card
83,1116,2024-07-15,1185.59,0.0,0.0,Completed,Credit Card
84,3330,2025-02-02,1728.22,0.0,0.0,Completed,Credit Card
85,1235,2024-08-17,495.77,0.0,0.0,Completed,Apple Pay
86,1,2025-05-16,958.44,5.54,0.0,Completed,Debit Card
87,3180,2023-12-26,1281.89,0.0,0.0,Completed,Apple Pay
88,773,2023-10-17,1849.36,158.31,0.0,Processing,Apple Pay
89,2362,2025-03-02,951.21,0.0,0.0,Cancelled,Google Pay
90,2737,2024-12-12,299.64,9.34,0.0,Completed,Credit Card
91,2673,2024-08-17,798.26,0.0,0.0,Processing,PayPal
92,2413,2025-07-11,1824.32,0.0,0.0,Delivered,Apple Pay
93,1536,2025-04-14,3478.26,0.0,0.0,Completed,Google Pay
94,915,2024-06-11,544.12,0.0,0.0,Completed,Google Pay
95,1512,2023-10-09,467.2,0.0,0.0,Completed,Apple Pay
96,3816,2025-06-14,4468.86,0.0,0.0,Delivered,Google Pay
97,1205,2024-07-05,1381.62,0.0,0.0,Completed,Credit Card
98,4719,2024-06-28,3191.01,257.53,0.0,Completed,Credit Card
99,118,2025-01-01,1138.49,0.0,0.0,Cancelled,Credit Card
100,1142,2024-12-14,901.97,0.0,0.0,Completed,Apple Pay
101,3708,2023-11-30,599.48,17.74,0.0,Completed,PayPal
102,616,2025-02-23,190.75,0.0,0.0,Completed,Debit Card
103,2345,2025-09-04,2055.3,0.0,0.0,Completed,Google Pay
104,3992,2025-01-21,4181.81,0.0,0.0,Completed,Credit Card
105,4095,2023-12-19,1568.62,0.0,0.0,Completed,Debit Card
106,1317,2025-04-02,4352.16,0.0,0.0,Shipped,Debit Card
107,2480,2024-11-08,9082.11,0.0,0.0,Returned,Google Pay
108,3474,2024-05-11,5154.8,51.08,0.0,Completed,Credit Card
109,1984,2025-07-06,677.95,0.0,0.0,Shipped,Credit Card
110,2713,2025-04-06,595.23,0.0,0.0,Processing,Debit Card
111,2211,2024-07-14,5151.5,93.9,0.0,Completed,Apple Pay
112,4478,2024-10-17,5080.84,0.0,0.0,Completed,Credit Card
113,407,2024-05-24,365.16,0.0,0.0,Completed,Debit Card
114,1105,2024-11-23,2165.39,82.01,0.0,Completed,Debit Card
115,4320,2025-07-10,1434.18,0.0,0.0,Returned,PayPal
116,4630,2024-04-11,812.13,0.0,0.0,Shipped,Debit Card
117,4049,2024-04-24,5760.02,598.75,0.0,Completed,Credit Card
118,3894,2023-11-11,1772.6,0.0,0.0,Completed,Google Pay
119,20,2024-08-02,3225.17,0.0,0.0,Completed,Google Pay
120,4350,2024-04-19,2111.4,0.0,0.0,Completed,PayPal
121,4926,2025-06-10,3972.83,0.0,0.0,Completed,Credit Card
122,4769,2024-11-28,2453.0,0.0,0.0,Completed,Google Pay
123,2465,2024-03-12,2971.58,0.0,0.0,Completed,Google Pay
124,3378,2024-02-17,119.97,0.0,0.0,Completed,PayPal
125,3824,2023-11-27,6125.98,0.0,0.0,Completed,Apple Pay
126,445,2025-04-27,1499.46,0.0,0.0,Completed,Debit Card
127,3359,2025-08-14,54.84,0.0,11.49,Completed,Google Pay
128,919,2023-11-15,779.28,0.0,0.0,Completed,Google Pay
129,2931,2023-11-17,41.43,0.0,14.15,Completed,PayPal
130,2380,2024-05-16,4370.83,56.81,0.0,Completed,Apple Pay
131,1324,2024-07-03,1882.81,56.55,0.0,Completed,Apple Pay
132,857,2025-04-20,43.45,0.0,9.19,Completed,Google Pay
133,295,2025-01-17,2728.82,165.39,0.0,Completed,PayPal
134,3126,2025-03-13,1260.21,3.24,0.0,Processing,Credit Card
135,2316,2024-11-04,1534.21,0.0,0.0,Completed,Google Pay
136,1152,2024-05-14,2283.64,0.0,0.0,Completed,Apple Pay
137,4711,2024-05-10,6435.57,0.0,0.0,Completed,Debit Card
138,3756,2023-10-03,1467.08,0.0,0.0,Processing,Credit Card
139,2339,2024-01-21,174.45,13.07,0.0,Shipped,PayPal
140,3392,2024-07-07,833.25,0.0,0.0,Completed,Credit Card
141,3874,2025-04-14,1503.53,144.89,0.0,Completed,Apple Pay
142,4410,2025-06-26,3305.66,60.94,0.0,Completed,Debit Card
143,891,2023-12-17,652.35,0.0,0.0,Delivered,Debit Card
144,923,2023-11-27,885.93,0.0,0.0,Completed,Google Pay
145,3787,2024-10-17,1529.52,0.0,0.0,Completed,Credit Card
146,408,2023-10-13,1762.4,0.0,0.0,Processing,Credit Card
147,4240,2024-07-12,4242.07,0.0,0.0,Completed,Debit Card
148,2266,2025-03-20,6522.8,0.0,0.0,Completed,PayPal
149,3542,2025-03-02,4921.68,0.0,0.0,Completed,Debit Card
150,4190,2025-02-01,1339.53,0.0,0.0,Delivered,Debit Card
151,2046,2025-05-12,789.69,0.0,0.0,Processing,PayPal
152,801,2023-09-18,1636.78,0.0,0.0,Completed,Google Pay
153,3673,2025-03-19,4264.6,0.0,0.0,Completed,Debit Card
154,1103,2024-03-19,6176.76,0.0,0.0,Completed,PayPal
155,4381,2025-04-15,5812.22,118.05,0.0,Completed,Credit Card
156,1916,2024-07-24,1123.03,0.0,0.0,Processing,Google Pay
157,802,2024-03-23,269.53,0.0,0.0,Completed,Credit Card
158,603,2024-01-20,236.44,0.0,0.0,Completed,PayPal
159,2433,2024-03-08,320.09,0.0,0.0,Completed,PayPal
160,747,2025-02-23,2070.95,138.96,0.0,Completed,Google Pay
161,1667,2024-06-23,3230.07,99.86,0.0,Completed,PayPal
162,3254,2025-04-07,3213.77,252.21,0.0,Completed,Credit Card
163,3030,2023-12-15,1031.47,0.0,0.0,Completed,Debit Card
164,1183,2024-11-11,1383.25,85.13,0.0,Completed,Google Pay
165,1787,2024-05-20,2136.46,0.0,0.0,Completed,PayPal
166,1891,2025-07-15,8393.67,0.0,0.0,Completed,Apple Pay
167,1159,2024-01-22,351.37,0.0,0.0,Completed,PayPal
168,4045,2024-01-01,1948.65,191.73,0.0,Completed,Debit Card
169,567,2024-12-15,777.61,80.23,0.0,Completed,PayPal
170,2862,2025-02-03,5192.67,372.27,0.0,Completed,Credit Card
171,4993,2023-11-19,3155.73,80.12,0.0,Processing,Credit Card
172,1654,2024-08-08,4521.96,0.0,0.0,Completed,Debit Card
173,2971,2025-06-08,1921.95,0.0,0.0,Completed,Debit Card
174,3308,2024-06-12,2181.57,0.0,0.0,Processing,Google Pay
175,706,2024-07-16,2491.02,0.0,0.0,Processing,Google Pay
176,3787,2023-11-22,246.6,0.0,0.0,Completed,Credit Card
177,3458,2024-02-12,3140.98,0.0,0.0,Completed,Apple Pay
178,1258,2025-03-04,2237.55,0.0,0.0,Completed,PayPal
179,172,2025-08-06,3953.39,0.0,0.0,Completed,Google Pay
180,4518,2023-10-29,1469.62,0.0,0.0,Completed,Debit Card
181,2015,2025-06-21,160.52,0.0,0.0,Completed,Google Pay
182,442,2024-08-17,556.57,2.97,0.0,Completed,Debit Card
183,468,2025-04-03,1682.8,0.0,0.0,Completed,Google Pay
184,3782,2025-06-02,5499.4,550.63,0.0,Completed,PayPal
185,1213,2024-03-15,6554.25,0.0,0.0,Completed,Apple Pay
186,4874,2025-05-23,2320.25,213.35,0.0,Delivered,Credit Card
187,1123,2025-01-04,5563.83,0.0,0.0,Completed,Apple Pay
188,2503,2024-10-15,478.6,0.0,0.0,Completed,Apple Pay
189,697,2024-08-16,597.74,0.0,0.0,Completed,Google Pay
190,4313,2023-11-10,1013.24,0.0,0.0,Completed,Google Pay
191,770,2025-01-26,4027.25,0.0,0.0,Completed,Debit Card
192,52,2025-02-12,441.18,0.0,0.0,Processing,Credit Card
193,3735,2024-04-24,2552.95,0.0,0.0,Completed,Apple Pay
194,1959,2024-10-12,78.09,0.0,0.0,Delivered,Apple Pay
195,82,2024-04-22,4607.8,339.46,0.0,Processing,Credit Card
196,1081,2025-02-21,807.08,0.0,0.0,Completed,Debit Card
197,688,2024-05-17,4637.43,221.65,0.0,Completed,Google Pay
198,1651,2024-04-08,5417.09,390.53,0.0,Completed,Debit Card
199,4858,2024-05-07,5901.03,0.0,0.0,Completed,Google Pay
200,4963,2025-08-28,4421.56,0.0,0.0,Cancelled,Google Pay
201,1188,2025-07-17,3789.15,0.0,0.0,Completed,Google Pay
202,935,2024-02-12,446.06,0.0,0.0,Completed,Debit Card
203,3049,2023-10-04,8906.39,353.92,0.0,Completed,Credit Card
204,3925,2023-09-14,2477.89,0.0,0.0,Completed,PayPal
205,1463,2024-09-05,1126.99,0.0,0.0,Completed,Apple Pay
206,4930,2025-01-24,2363.68,68.02,0.0,Processing,PayPal
207,923,2024-04-24,4773.95,0.0,0.0,Delivered,PayPal
208,1142,2025-05-10,852.73,0.0,0.0,Completed,PayPal
209,1906,2024-05-29,2309.91,71.34,0.0,Completed,Google Pay
210,3669,2025-06-04,101.97,8.23,0.0,Completed,Credit Card
211,1457,2025-02-16,1225.45,0.0,0.0,Completed,Credit Card
212,3569,2025-04-25,266.18,10.97,0.0,Completed,Credit Card
213,3415,2025-08-08,1793.96,0.0,0.0,Processing,PayPal
214,1065,2024-08-26,5982.19,0.0,0.0,Completed,PayPal
215,1593,2025-04-06,454.74,0.0,0.0,Shipped,Credit Card
216,2443,2024-09-24,2420.16,0.0,0.0,Completed,Debit Card
217,3526,2024-09-09,1734.55,94.22,0.0,Processing,Credit Card
218,374,2025-08-25,1919.23,70.99,0.0,Completed,Apple Pay
219,2631,2024-04-24,155.09,0.0,0.0,Completed,PayPal
220,4299,2023-12-14,2090.61,0.0,0.0,Delivered,PayPal
221,4412,2025-01-26,1446.23,0.0,0.0,Completed,Apple Pay
222,283,2025-08-01,3376.67,0.0,0.0,Completed,PayPal
223,363,2024-04-25,728.85,0.0,0.0,Completed,Credit Card
224,2412,2025-08-09,2351.01,151.0,0.0,Completed,Apple Pay
225,1496,2024-08-02,968.83,0.0,0.0,Processing,PayPal
226,2032,2025-06-10,1561.52,0.0,0.0,Processing,Debit Card
227,894,2025-06-25,1812.31,0.0,0.0,Completed,Credit Card
228,1175,2025-04-14,656.25,0.0,0.0,Completed,Debit Card
229,2812,2025-06-12,304.23,6.81,0.0,Completed,Google Pay
230,1265,2025-05-17,592.71,0.0,0.0,Completed,PayPal
231,284,2024-06-06,2546.68,0.0,0.0,Completed,Apple Pay
232,677,2025-07-16,2887.68,0.0,0.0,Completed,Apple Pay
233,2169,2023-11-27,131.05,0.0,0.0,Completed,PayPal
234,4133,2024-10-04,8143.4,0.0,0.0,Processing,PayPal
235,2239,2024-02-21,1739.16,124.38,0.0,Completed,Credit Card
236,3981,2023-11-25,1727.68,0.0,0.0,Completed,Debit Card
237,614,2024-07-18,1741.4,0.0,0.0,Shipped,PayPal
238,4587,2024-03-18,238.05,0.0,0.0,Completed,PayPal
239,1651,2024-02-13,6039.14,0.0,0.0,Shipped,Credit Card
240,2421,2025-04-21,3427.37,137.82,0.0,Completed,Google Pay
241,3798,2024-01-24,183.8,10.21,0.0,Completed,PayPal
242,4910,2025-07-29,465.13,0.0,0.0,Completed,Google Pay
243,536,2024-06-21,3792.86,0.0,0.0,Processing,Google Pay
244,655,2024-03-01,1043.49,12.55,0.0,Completed,PayPal
245,712,2025-07-09,589.36,0.0,0.0,Completed,Apple Pay
246,1980,2025-05-12,512.31,0.0,0.0,Completed,Credit Card
247,2869,2025-08-01,1030.35,68.9,0.0,Completed,Apple Pay
248,155,2024-03-17,1168.65,59.8,0.0,Returned,Credit Card
249,1860,2025-03-12,158.82,13.13,0.0,Completed,Google Pay
250,3629,2024-08-12,3223.18,105.05,0.0,Completed,Debit Card
251,3230,2024-02-10,62.11,0.0,14.99,Shipped,Credit Card
252,4735,2023-10-11,59.9,0.0,0.0,Delivered,Apple Pay
253,1861,2024-05-26,1570.81,0.0,0.0,Completed,Credit Card
254,1817,2024-08-30,1531.3,0.0,0.0,Delivered,Google Pay
255,2326,2025-04-03,425.83,42.28,0.0,Completed,Credit Card
256,906,2024-06-11,857.23,0.0,0.0,Delivered,Google Pay
257,2342,2024-09-04,8624.8,0.0,0.0,Completed,Debit Card
258,1790,2025-02-25,2567.49,125.62,0.0,Processing,Debit Card
259,3101,2024-10-07,2030.94,187.52,0.0,Completed,Debit Card
260,498,2025-06-03,263.7,0.0,0.0,Completed,PayPal
261,3883,2024-07-01,2946.25,0.0,0.0,Shipped,Apple Pay
262,287,2024-07-20,956.98,0.0,0.0,Completed,Credit Card
263,3831,2025-07-21,6238.45,0.0,0.0,Completed,PayPal
264,2383,2023-10-24,3048.15,0.0,0.0,Processing,Apple Pay
265,1857,2024-08-28,348.48,0.0,0.0,Completed,Google Pay
266,3452,2023-10-26,709.56,0.0,0.0,Delivered,PayPal
267,3492,2024-02-03,3096.39,335.78,0.0,Completed,Google Pay
268,3994,2025-06-14,3060.38,0.0,0.0,Completed,Apple Pay
269,41,2025-08-14,158.66,0.0,0.0,Shipped,PayPal
270,3522,2025-07-14,3191.23,263.11,0.0,Completed,Apple Pay
271,4366,2024-05-29,2247.06,0.0,0.0,Cancelled,Apple Pay
272,1002,2023-09-29,3157.94,0.0,0.0,Cancelled,PayPal
273,3591,2024-08-30,683.68,0.0,0.0,Completed,Credit Card
274,2171,2025-03-22,714.38,0.0,0.0,Processing,PayPal
275,1529,2024-07-03,1394.88,126.27,0.0,Processing,Credit Card
276,4510,2024-08-08,1989.18,162.61,0.0,Processing,Google Pay
277,1676,2024-08-07,5022.22,0.0,0.0,Completed,PayPal
278,962,2023-10-15,6218.17,0.0,0.0,Processing,Apple Pay
279,3818,2025-09-07,1154.7,0.0,0.0,Completed,Google Pay
280,2529,2024-07-07,562.12,0.0,0.0,Completed,Apple Pay
281,2134,2024-12-01,1387.01,0.0,0.0,Delivered,Credit Card
282,4760,2025-01-20,814.38,0.0,0.0,Returned,Apple Pay
283,2154,2025-02-15,1603.18,0.0,0.0,Completed,PayPal
284,4647,2024-06-14,1928.0,0.0,0.0,Returned,Debit Card
285,2847,2023-09-25,12303.87,0.0,0.0,Shipped,Apple Pay
286,4554,2024-10-15,1221.29,0.0,0.0,Completed,Credit Card
287,2801,2025-09-07,353.98,0.0,0.0,Completed,Credit Card
288,273,2024-06-17,140.46,11.32,0.0,Completed,Apple Pay
289,492,2025-03-16,1442.71,82.04,0.0,Returned,Credit Card
290,4529,2024-01-03,3156.24,0.0,0.0,Completed,Debit Card
291,4511,2024-08-07,2463.83,0.0,0.0,Completed,Apple Pay
292,612,2023-11-13,5094.41,0.0,0.0,Completed,PayPal
293,2388,2023-10-17,300.0,0.0,0.0,Completed,Apple Pay
294,2348,2024-08-02,4673.65,0.0,0.0,Processing,Apple Pay
295,2362,2024-10-13,319.64,18.87,0.0,Completed,Google Pay
296,3616,2025-01-01,4421.72,0.0,0.0,Completed,Apple Pay
297,476,2024-07-25,8046.55,0.0,0.0,Cancelled,Apple Pay
298,2465,2024-06-26,1145.21,0.0,0.0,Completed,Apple Pay
299,4570,2024-06-05,6101.86,0.0,0.0,Cancelled,PayPal
300,1336,2025-07-09,1656.04,0.0,0.0,Completed,Credit Card
301,3150,2025-06-30,752.88,31.06,0.0,Completed,Debit Card
302,902,2025-04-04,146.6,3.6,0.0,Completed,Credit Card
303,4135,2024-02-20,2662.67,0.0,0.0,Completed,PayPal
304,4131,2023-12-25,2367.44,102.14,0.0,Completed,Google Pay
305,4634,2024-07-06,3011.59,212.57,0.0,Completed,Apple Pay
306,3180,2025-04-25,4079.43,0.0,0.0,Completed,Debit Card
307,2353,2024-03-26,739.48,27.46,0.0,Delivered,Google Pay
308,2118,2024-09-30,211.23,0.0,0.0,Completed,PayPal
309,102,2024-04-08,1993.56,49.61,0.0,Completed,Google Pay
310,1046,2025-07-14,3401.87,0.0,0.0,Shipped,Credit Card
311,4494,2023-12-03,2323.25,224.13,0.0,Processing,PayPal
312,1752,2025-01-26,1570.85,0.0,0.0,Completed,Apple Pay
313,3364,2025-03-14,1298.75,33.92,0.0,Completed,PayPal
314,48,2024-03-30,1818.71,0.0,0.0,Completed,Credit Card
315,3540,2023-10-30,116.73,11.45,0.0,Completed,PayPal
316,4753,2024-01-29,222.14,0.0,0.0,Completed,Apple Pay
317,2806,2025-02-14,2767.88,0.0,0.0,Delivered,Credit Card
318,1477,2024-04-09,3260.53,10.94,0.0,Completed,Google Pay
319,436,2023-09-21,633.21,0.0,0.0,Completed,Credit Card
320,3776,2025-02-15,1916.89,74.29,0.0,Completed,Google Pay
321,1344,2025-04-17,42.39,0.0,6.81,Completed,Apple Pay
322,862,2025-06-22,11719.43,297.88,0.0,Completed,PayPal
323,130,2024-03-30,1122.28,121.96,0.0,Shipped,Credit Card
324,2944,2024-02-09,572.05,4.43,0.0,Completed,PayPal
325,1378,2024-11-25,925.28,0.0,0.0,Completed,Debit Card
326,935,2024-08-14,5808.29,592.23,0.0,Delivered,Debit Card
327,2469,2024-10-19,8713.35,0.0,0.0,Completed,Debit Card
328,3375,2024-04-18,1852.37,0.0,0.0,Processing,Apple Pay
329,496,2024-10-14,539.21,6.52,0.0,Completed,Apple Pay
330,2105,2025-06-27,1079.56,0.0,0.0,Completed,Apple Pay
331,3180,2024-02-21,2477.89,0.0,0.0,Completed,PayPal
332,197,2024-05-15,1611.86,0.0,0.0,Completed,Credit Card
333,379,2024-12-06,390.85,0.0,0.0,Processing,Debit Card
334,1896,2025-05-14,557.7,0.0,0.0,Shipped,Credit Card
335,3549,2025-05-02,2847.53,0.0,0.0,Completed,Debit Card
336,1510,2024-07-08,3839.61,0.0,0.0,Returned,PayPal
337,4698,2023-10-19,11043.01,0.0,0.0,Processing,Apple Pay
338,1413,2023-09-16,1515.76,0.0,0.0,Completed,Apple Pay
339,2971,2023-09-15,85.35,0.0,0.0,Completed,Google Pay
340,4961,2025-07-26,2941.12,0.0,0.0,Cancelled,Google Pay
341,4838,2023-11-02,860.37,58.79,0.0,Completed,Credit Card
342,1139,2024-11-12,2424.14,0.0,0.0,Completed,Credit Card
343,796,2025-02-04,326.09,31.57,0.0,Completed,Credit Card
344,4474,2025-02-25,8491.92,0.0,0.0,Shipped,PayPal
345,4021,2024-01-09,1617.97,19.87,0.0,Completed,Credit Card
346,1133,2023-09-17,5369.25,0.0,0.0,Delivered,Google Pay
347,4070,2025-08-11,2099.24,0.0,0.0,Delivered,Debit Card
348,2140,2024-10-13,4372.76,143.97,0.0,Completed,Google Pay
349,2225,2024-09-24,3231.44,0.0,0.0,Completed,Credit Card
350,3116,2023-12-02,2171.37,0.0,0.0,Returned,PayPal
351,2014,2024-07-07,5502.8,0.0,0.0,Completed,PayPal
352,193,2025-01-14,6656.93,0.0,0.0,Processing,PayPal
353,4103,2024-02-26,602.15,24.72,0.0,Completed,Google Pay
354,2779,2024-10-27,418.03,36.1,0.0,Processing,Debit Card
355,338,2025-07-31,307.89,7.91,0.0,Completed,Google Pay
356,1527,2024-11-12,2883.14,0.0,0.0,Shipped,Google Pay
357,4559,2023-12-14,3219.88,0.0,0.0,Shipped,Credit Card
358,2951,2024-12-14,52.99,0.0,10.0,Delivered,Google Pay
359,2655,2024-02-25,5661.22,0.0,0.0,Completed,Debit Card
360,1996,2025-03-16,4434.56,0.0,0.0,Completed,Apple Pay
361,379,2025-02-17,1996.62,0.0,0.0,Processing,Credit Card
362,3516,2024-12-05,784.37,0.0,0.0,Completed,Apple Pay
363,738,2025-01-13,968.38,0.0,0.0,Completed,Apple Pay
364,124,2025-01-20,1303.84,0.0,0.0,Completed,Debit Card
365,4810,2024-01-01,4172.59,0.0,0.0,Delivered,Apple Pay
366,1565,2024-09-15,192.87,6.79,0.0,Completed,Apple Pay
367,750,2023-11-13,2676.22,127.95,0.0,Delivered,Google Pay
368,922,2024-11-23,1786.11,0.0,0.0,Completed,Google Pay
369,238,2023-11-23,728.44,0.0,0.0,Completed,Debit Card
370,3345,2024-10-07,882.53,0.0,0.0,Completed,Apple Pay
371,1095,2024-12-14,5801.32,489.26,0.0,Delivered,Apple Pay
372,2286,2024-12-01,2102.25,0.0,0.0,Completed,Debit Card
373,2388,2025-05-29,1226.61,120.62,0.0,Cancelled,Google Pay
374,1121,2024-02-29,2122.76,0.0,0.0,Completed,Google Pay
375,3869,2024-11-18,841.44,0.0,0.0,Completed,PayPal
376,567,2025-06-25,1999.99,0.0,0.0,Shipped,Google Pay
377,4541,2025-07-06,39.04,0.0,12.03,Completed,Apple Pay
378,4268,2023-12-02,208.32,0.0,0.0,Shipped,Debit Card
379,3138,2024-12-28,6558.36,0.0,0.0,Processing,Google Pay
380,4494,2024-10-29,1516.56,0.0,0.0,Completed,Google Pay
381,2505,2024-09-16,1466.56,0.0,0.0,Completed,Google Pay
382,3830,2025-07-21,1916.56,0.0,0.0,Processing,Apple Pay
383,4678,2024-12-23,5196.69,0.0,0.0,Completed,Apple Pay
384,480,2023-12-19,1664.73,0.0,0.0,Completed,Debit Card
385,2039,2023-11-24,1029.97,0.0,0.0,Completed,Credit Card
386,3338,2024-07-28,1575.21,148.39,0.0,Completed,Apple Pay
387,801,2024-05-26,2903.86,0.0,0.0,Completed,Google Pay
388,1656,2023-09-13,139.56,6.49,0.0,Completed,PayPal
389,3278,2023-11-25,2012.71,0.0,0.0,Completed,Debit Card
390,3992,2025-06-30,2206.32,129.45,0.0,Completed,Google Pay
391,4290,2024-10-22,313.99,20.02,0.0,Completed,PayPal
392,4182,2023-11-07,4257.5,0.0,0.0,Returned,PayPal
393,4757,2024-09-06,2057.0,0.0,0.0,Completed,Google Pay
394,422,2025-04-05,257.22,0.0,0.0,Completed,Debit Card
395,4552,2024-06-18,335.11,24.82,0.0,Completed,Apple Pay
396,700,2024-08-30,1566.88,0.0,0.0,Completed,Debit Card
397,4943,2024-08-02,3181.81,0.0,0.0,Completed,Apple Pay
398,1542,2025-04-11,6124.68,105.58,0.0,Returned,PayPal
399,197,2023-09-17,2477.1,0.0,0.0,Processing,Debit Card
400,3302,2023-11-29,6857.15,0.0,0.0,Processing,Credit Card
401,82,2024-10-12,7425.03,0.0,0.0,Completed,PayPal
402,2632,2023-10-05,1341.16,0.0,0.0,Completed,Credit Card
